chemin,classe,classe_LOC,classe_CLOC,classe_DC,WMC,classe_BC
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\AbstractDialLayer.java,AbstractDialLayer.java,193,119,0.6165803,16,0.03853627
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\ArcDialFrame.java,ArcDialFrame.java,660,358,0.54242426,57,0.009516215
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialBackground.java,DialBackground.java,902,500,0.55432373,80,0.0069290465
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialCap.java,DialCap.java,1207,674,0.5584093,109,0.005123021
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialFrame.java,DialFrame.java,1266,726,0.57345974,110,0.0052132704
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialLayer.java,DialLayer.java,1368,814,0.59502923,117,0.0050857197
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialLayerChangeEvent.java,DialLayerChangeEvent.java,1430,864,0.60419583,119,0.005077276
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialLayerChangeListener.java,DialLayerChangeListener.java,1481,910,0.6144497,120,0.005120414
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialPlot.java,DialPlot.java,2233,1289,0.57725036,217,0.00266014
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialPointer.java,DialPointer.java,2795,1572,0.56243294,271,0.0020753983
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialScale.java,DialScale.java,2858,1630,0.5703289,274,0.0020814922
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialTextAnnotation.java,DialTextAnnotation.java,3219,1832,0.5691208,311,0.0018299705
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialValueIndicator.java,DialValueIndicator.java,3909,2195,0.5615247,387,0.0014509682
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\package-info.java,package-info.java,3913,2198,0.56171733,387,0.001451466
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\StandardDialFrame.java,StandardDialFrame.java,4235,2371,0.5598583,419,0.0013361773
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\StandardDialRange.java,StandardDialRange.java,4626,2581,0.5579334,456,0.0012235382
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\StandardDialScale.java,StandardDialScale.java,5544,3082,0.5559163,549,0.001012598
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\DialShape.java,DialShape.java,16824,8524,0.5066572,1919,2.6402145E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\DrawingSupplier.java,DrawingSupplier.java,16912,8600,0.50851464,1925,2.6416345E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\FastScatterPlot.java,FastScatterPlot.java,17886,9067,0.5069328,2040,2.4849648E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\flow\FlowPlot.java,FlowPlot.java,755,300,0.397351,99,0.0040136464
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\flow\package-info.java,package-info.java,759,303,0.3992095,99,0.004032419
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\IntervalMarker.java,IntervalMarker.java,18842,9485,0.5033967,2161,2.3294617E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\Marker.java,Marker.java,19445,9820,0.5050141,2231,2.2636223E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\MeterInterval.java,MeterInterval.java,19643,9929,0.50547266,2253,2.2435538E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\MeterPlot.java,MeterPlot.java,20806,10449,0.5022109,2388,2.1030608E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\package-info.java,package-info.java,20810,10452,0.50225854,2388,2.1032602E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\Pannable.java,Pannable.java,20890,10521,0.5036381,2393,2.1046305E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\pie\AbstractPieLabelDistributor.java,AbstractPieLabelDistributor.java,96,72,0.75,5,0.15
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\pie\MultiplePiePlot.java,MultiplePiePlot.java,671,292,0.4351714,76,0.0057259393
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\pie\package-info.java,package-info.java,675,295,0.43703705,76,0.0057504876
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\pie\PieLabelDistributor.java,PieLabelDistributor.java,874,388,0.44393593,102,0.004352313
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\pie\PieLabelLinkStyle.java,PieLabelLinkStyle.java,922,430,0.46637744,102,0.0045723277
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\pie\PieLabelRecord.java,PieLabelRecord.java,1175,569,0.4842553,133,0.0036410175
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\pie\PiePlot.java,PiePlot.java,4098,1956,0.477306,470,0.0010155448
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\pie\PiePlotState.java,PiePlotState.java,4337,2114,0.4874337,491,9.927367E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\Plot.java,Plot.java,26551,13303,0.50103575,3068,1.6331022E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\PlotOrientation.java,PlotOrientation.java,26616,13357,0.501841,3070,1.6346613E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\PlotRenderingInfo.java,PlotRenderingInfo.java,26880,13504,0.50238097,3097,1.6221536E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\PlotState.java,PlotState.java,26941,13551,0.50298804,3098,1.6235895E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\PolarAxisLocation.java,PolarAxisLocation.java,27003,13602,0.50372183,3098,1.6259581E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\PolarPlot.java,PolarPlot.java,28845,14457,0.501196,3350,1.4961076E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\RingPlot.java,RingPlot.java,29478,14759,0.5006785,3424,1.4622619E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\SeriesRenderingOrder.java,SeriesRenderingOrder.java,29536,14812,0.5014897,3425,1.4642035E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\SpiderWebPlot.java,SpiderWebPlot.java,30818,15419,0.5003245,3575,1.399509E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\ThermometerPlot.java,ThermometerPlot.java,32264,16101,0.49903917,3745,1.3325478E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\ValueAxisPlot.java,ValueAxisPlot.java,32317,16148,0.4996751,3746,1.3338897E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\ValueMarker.java,ValueMarker.java,32452,16240,0.5004314,3761,1.3305807E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\WaferMapPlot.java,WaferMapPlot.java,32845,16396,0.4991932,3799,1.314012E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\XYCrosshairState.java,XYCrosshairState.java,32897,16442,0.4998024,3800,1.3152695E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\XYPlot.java,XYPlot.java,37888,18701,0.49358636,4520,1.09200526E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\plot\Zoomable.java,Zoomable.java,38039,18834,0.49512342,4529,1.093229E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\AbstractRenderer.java,AbstractRenderer.java,2774,1539,0.55479455,410,0.0013531575
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\AreaRendererEndType.java,AreaRendererEndType.java,2832,1591,0.5617938,410,0.0013702288
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\AbstractCategoryItemRenderer.java,AbstractCategoryItemRenderer.java,1543,618,0.40051848,193,0.0020752253
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\AreaRenderer.java,AreaRenderer.java,1842,725,0.3935939,226,0.001741566
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\BarPainter.java,BarPainter.java,1926,798,0.4143302,228,0.0018172378
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\BarRenderer.java,BarRenderer.java,3130,1319,0.42140576,397,0.0010614755
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\BoxAndWhiskerRenderer.java,BoxAndWhiskerRenderer.java,4145,1739,0.41954163,510,8.2263065E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\CategoryItemRenderer.java,CategoryItemRenderer.java,5584,3008,0.5386819,716,7.5234903E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\CategoryItemRendererState.java,CategoryItemRendererState.java,5770,3130,0.542461,733,7.400559E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\CategoryStepRenderer.java,CategoryStepRenderer.java,6098,3284,0.5385372,764,7.0489163E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\DefaultCategoryItemRenderer.java,DefaultCategoryItemRenderer.java,6150,3329,0.54130083,764,7.0850895E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\GanttRenderer.java,GanttRenderer.java,6706,3540,0.5278855,826,6.3908653E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\GradientBarPainter.java,GradientBarPainter.java,7047,3666,0.52022135,863,6.0280575E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\GroupedStackedBarRenderer.java,GroupedStackedBarRenderer.java,7379,3780,0.51226455,901,5.685511E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\IntervalBarRenderer.java,IntervalBarRenderer.java,7599,3883,0.5109883,924,5.5301766E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\LayeredBarRenderer.java,LayeredBarRenderer.java,8037,4030,0.50143087,983,5.101026E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\LevelRenderer.java,LevelRenderer.java,8441,4212,0.498993,1019,4.8968894E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\LineAndShapeRenderer.java,LineAndShapeRenderer.java,9216,4608,0.5,1106,4.5207958E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\MinMaxCategoryRenderer.java,MinMaxCategoryRenderer.java,9710,4834,0.49783728,1158,4.2991128E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\package-info.java,package-info.java,9714,4837,0.4979411,1158,4.3000095E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\ScatterRenderer.java,ScatterRenderer.java,10248,5102,0.49785325,1215,4.0975577E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\StackedAreaRenderer.java,StackedAreaRenderer.java,10688,5258,0.49195358,1261,3.9012972E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\StackedBarRenderer.java,StackedBarRenderer.java,11035,5389,0.48835522,1306,3.73932E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\StandardBarPainter.java,StandardBarPainter.java,11237,5485,0.4881196,1331,3.667315E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\StatisticalBarRenderer.java,StatisticalBarRenderer.java,11765,5671,0.48202294,1394,3.4578404E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\StatisticalLineAndShapeRenderer.java,StatisticalLineAndShapeRenderer.java,12192,5829,0.4781004,1449,3.2995196E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\WaterfallBarRenderer.java,WaterfallBarRenderer.java,12622,5998,0.47520202,1502,3.163795E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\DefaultPolarItemRenderer.java,DefaultPolarItemRenderer.java,16297,7943,0.4873903,2010,2.4248274E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\GrayPaintScale.java,GrayPaintScale.java,16500,8064,0.48872727,2029,2.4087101E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\LookupPaintScale.java,LookupPaintScale.java,16844,8229,0.4885419,2069,2.3612464E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\NotOutlierException.java,NotOutlierException.java,16901,8280,0.48991185,2071,2.3655812E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\Outlier.java,Outlier.java,17097,8406,0.4916652,2093,2.3490933E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\OutlierList.java,OutlierList.java,17253,8513,0.49342144,2105,2.3440448E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\OutlierListCollection.java,OutlierListCollection.java,17410,8621,0.49517518,2118,2.3379376E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\package-info.java,package-info.java,17414,8624,0.4952337,2118,2.338214E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\PaintScale.java,PaintScale.java,17487,8689,0.4968834,2121,2.3426846E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\PolarItemRenderer.java,PolarItemRenderer.java,17669,8836,0.5000849,2138,2.3390312E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\RendererState.java,RendererState.java,17772,8908,0.5012379,2145,2.3367736E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\RendererUtils.java,RendererUtils.java,18019,9002,0.49958378,2182,2.2895682E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\WaferMapRenderer.java,WaferMapRenderer.java,18368,9147,0.49798563,2228,2.235124E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\AbstractXYItemRenderer.java,AbstractXYItemRenderer.java,1526,552,0.36173,187,0.001934385
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\CandlestickRenderer.java,CandlestickRenderer.java,2345,942,0.40170577,272,0.0014768594
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\ClusteredXYBarRenderer.java,ClusteredXYBarRenderer.java,2676,1073,0.4009716,310,0.0012934568
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\CyclicXYItemRenderer.java,CyclicXYItemRenderer.java,3113,1261,0.4050755,366,0.0011067636
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\DefaultXYItemRenderer.java,DefaultXYItemRenderer.java,3165,1307,0.41295418,366,0.0011282901
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\DeviationRenderer.java,DeviationRenderer.java,3507,1481,0.42229825,402,0.0010504932
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\DeviationStepRenderer.java,DeviationStepRenderer.java,3789,1590,0.4196358,437,9.60265E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\GradientXYBarPainter.java,GradientXYBarPainter.java,4128,1715,0.41545543,474,8.764882E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\HighLowRenderer.java,HighLowRenderer.java,4577,1921,0.41970724,531,7.904091E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\package-info.java,package-info.java,4581,1924,0.41999564,531,7.9095224E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\SamplingXYLineRenderer.java,SamplingXYLineRenderer.java,4914,2087,0.42470494,556,7.638578E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer.java,StackedXYAreaRenderer.java,5523,2361,0.42748505,632,6.764004E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer2.java,StackedXYAreaRenderer2.java,6018,2531,0.42057163,681,6.175795E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\StackedXYBarRenderer.java,StackedXYBarRenderer.java,6392,2681,0.41943052,726,5.77728E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\StandardXYBarPainter.java,StandardXYBarPainter.java,6594,2777,0.42114043,751,5.607729E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\StandardXYItemRenderer.java,StandardXYItemRenderer.java,7496,3213,0.4286286,860,4.9840537E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java,VectorRenderer.java,7811,3321,0.42516965,893,4.761138E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\WindItemRenderer.java,WindItemRenderer.java,7968,3396,0.42620483,897,4.7514474E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer.java,XYAreaRenderer.java,8620,3661,0.42470998,971,4.3739442E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer2.java,XYAreaRenderer2.java,9013,3820,0.42383224,1007,4.2088603E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBarPainter.java,XYBarPainter.java,9093,3889,0.42769164,1009,4.2387674E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBarRenderer.java,XYBarRenderer.java,10179,4352,0.42754692,1171,3.6511265E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBlockRenderer.java,XYBlockRenderer.java,10665,4580,0.4294421,1233,3.4829043E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBoxAndWhiskerRenderer.java,XYBoxAndWhiskerRenderer.java,11400,4881,0.4281579,1317,3.251009E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBubbleRenderer.java,XYBubbleRenderer.java,11711,5000,0.42694902,1354,3.1532423E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYDifferenceRenderer.java,XYDifferenceRenderer.java,12773,5354,0.41916543,1461,2.8690312E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYDotRenderer.java,XYDotRenderer.java,13109,5521,0.42116103,1497,2.813367E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYErrorRenderer.java,XYErrorRenderer.java,13526,5725,0.4232589,1540,2.7484345E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYItemRenderer.java,XYItemRenderer.java,14853,6883,0.46340805,1748,2.6510758E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYItemRendererState.java,XYItemRendererState.java,15035,7028,0.46744263,1756,2.661974E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYLineAndShapeRenderer.java,XYLineAndShapeRenderer.java,16115,7587,0.4708036,1868,2.5203617E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,XYShapeRenderer.java,16679,7879,0.47239044,1929,2.4488877E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYSplineRenderer.java,XYSplineRenderer.java,17147,8090,0.47180265,1976,2.3876653E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYStepAreaRenderer.java,XYStepAreaRenderer.java,17712,8363,0.47216576,2048,2.3054969E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYStepRenderer.java,XYStepRenderer.java,18031,8517,0.47235316,2081,2.2698374E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\YIntervalRenderer.java,YIntervalRenderer.java,18308,8652,0.47258028,2105,2.245037E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\StandardChartTheme.java,StandardChartTheme.java,128429,64849,0.50494045,14562,3.4675213E-5
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\AbstractOverlay.java,AbstractOverlay.java,101,69,0.6831683,9,0.07590759
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\ApplicationFrame.java,ApplicationFrame.java,215,148,0.6883721,18,0.03824289
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\ChartFrame.java,ChartFrame.java,298,206,0.6912752,22,0.031421598
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\ChartMouseEvent.java,ChartMouseEvent.java,394,274,0.6954315,26,0.026747365
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\ChartMouseListener.java,ChartMouseListener.java,453,326,0.7196468,28,0.025701672
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\ChartPanel.java,ChartPanel.java,3218,1516,0.47110006,320,0.0014721877
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\CrosshairOverlay.java,CrosshairOverlay.java,3789,1689,0.44576406,432,0.0010318613
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\DefaultSelectionZoomStrategy.java,DefaultSelectionZoomStrategy.java,4028,1772,0.43992054,462,9.52209E-4
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\ChartEditor.java,ChartEditor.java,52,46,0.88461536,1,0.88461536
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\ChartEditorFactory.java,ChartEditorFactory.java,102,91,0.89215684,2,0.44607842
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\ChartEditorManager.java,ChartEditorManager.java,183,154,0.84153,6,0.140255
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultAxisEditor.java,DefaultAxisEditor.java,626,376,0.600639,45,0.013347533
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultChartEditor.java,DefaultChartEditor.java,859,466,0.54249126,56,0.009687344
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultChartEditorFactory.java,DefaultChartEditorFactory.java,917,514,0.56052345,58,0.009664197
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultLogAxisEditor.java,DefaultLogAxisEditor.java,1065,580,0.54460096,71,0.007670436
C:\Users\xtota\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultNumberAxisEditor.java,DefaultNumberAxisEditor.java,1216,634,0.52138156,84,0.006206923
